id	label	synonyms	umls
NCIT:C6253	Childhood Intracranial Meningioma	Brain Meningioma | Childhood Brain Meningioma	C1332949
NCIT:C62545	Burning Mouth Syndrome	Oral Dysesthesia	C0006430
NCIT:C62546	Canker Sore	Aphthous Stomatitis | Aphthous Ulcer	C0038363
NCIT:C62569	Epidermolytic Ichthyosis	BCIE | Bullous Congenital Ichthyosiform Erythroderma | Epidermolytic Hyperkeratosis	C0079153
NCIT:C6257	Ovarian Endometrioid Tumor	Endometrioid Neoplasm of Ovary | Endometrioid Neoplasm of the Ovary | Ovarian Endometrioid Neoplasm	C1335159
NCIT:C62571	Bowen Disease of the Skin	Bowen Disease | Bowen's Disease of the Skin | Intraepidermal Squamous Cell Carcinoma, Bowen Type	C0006079
NCIT:C62578	Capillary Leak Syndrome	Acute Vascular Leak Syndrome | AVLS | CLS	C0343084
NCIT:C6258	Stage IIIA Ovarian Cancer AJCC v6 and v7	AJCC Stage IIIA Ovarian Cancer | FIGO Stage IIIA Cancer of Ovary | FIGO Stage IIIA Cancer of the Ovary | FIGO Stage IIIA Carcinoma of Ovary | FIGO Stage IIIA Carcinoma of the Ovary | FIGO Stage IIIA Ovarian Cancer | FIGO Stage IIIA Ovarian Carcinoma | Ovarian Cancer Stage IIIA | Stage IIIA Ovarian Cancer | Stage IIIA Ovarian Cancer AJCC v6 | Stage IIIA Ovarian Cancer AJCC v7 | Stage IIIA Ovarian Epithelial Cancer	C1336212
NCIT:C62580	Bronchiolitis Obliterans	BO	C0006272
NCIT:C62586	Cryptogenic Organizing Pneumonia	BOOP | Bronchiolitis Obliterans Organizing Pneumonia | COP	C0242770
NCIT:C6259	Stage IIIB Ovarian Cancer AJCC v6 and v7	AJCC Stage IIIB Ovarian Cancer | FIGO Stage IIIB Cancer of Ovary | FIGO Stage IIIB Cancer of the Ovary | FIGO Stage IIIB Carcinoma of Ovary | FIGO Stage IIIB Carcinoma of the Ovary | FIGO Stage IIIB Ovarian Cancer | FIGO Stage IIIB Ovarian Carcinoma | Ovarian Cancer Stage IIIB | Stage IIIB Ovarian Cancer | Stage IIIB Ovarian Cancer AJCC v6 | Stage IIIB Ovarian Cancer AJCC v7 | Stage IIIB Ovarian Epithelial Cancer	C1336227
NCIT:C62590	Idiopathic Pneumonia Syndrome	IPS	C1504431
NCIT:C62591	Hypopituitarism	Pituitary Insufficiency	C4012739
NCIT:C62592	Mood Alteration		C2939186
NCIT:C6260	Stage IIIC Ovarian Cancer AJCC v6 and v7	AJCC Stage IIIC Ovarian Cancer | FIGO Stage IIIC Cancer of Ovary | FIGO Stage IIIC Cancer of the Ovary | FIGO Stage IIIC Carcinoma of Ovary | FIGO Stage IIIC Carcinoma of the Ovary | FIGO Stage IIIC Ovarian Cancer | FIGO Stage IIIC Ovarian Carcinoma | Ovarian Cancer Stage IIIC | Stage IIIC Ovarian Cancer | Stage IIIC Ovarian Cancer AJCC v6 | Stage IIIC Ovarian Cancer AJCC v7 | Stage IIIC Ovarian Epithelial Cancer	C1336237
NCIT:C62601	Retinopathy		
NCIT:C62602	Secondary Adrenal Insufficiency	Central Adrenal Insufficiency | Central Hypoadrenalism	C0948387
NCIT:C62605	Thrombotic Microangiopathy	TMA	C2717961
NCIT:C6261	Ovarian Granulosa Cell Tumor	Granulosa Cell Neoplasm of Ovary | Granulosa Cell Neoplasm of the Ovary | Granulosa Cell Tumor of Ovary | Granulosa Cell Tumor of the Ovary | Ovarian Granulosa Cell Neoplasm	C1370419
NCIT:C6262	Visual Pathway Neoplasm	Neoplasm of the Visual Pathway | Neoplasm of Visual Pathway | Tumor of the Visual Pathway | Tumor of Visual Pathway | Visual Pathway Neoplasms | Visual Pathway Tumor	C1336973
NCIT:C6263	Malignant Ovarian Luteinized Thecoma	Malignant Luteinized Thecal Cell Neoplasm of Ovary | Malignant Luteinized Thecal Cell Neoplasm of the Ovary | Malignant Luteinized Thecal Cell Tumor of Ovary | Malignant Luteinized Thecal Cell Tumor of the Ovary | Malignant Luteinized Thecoma of Ovary | Malignant Luteinized Thecoma of the Ovary | Malignant Ovarian Luteinized Thecal Cell Neoplasm | Malignant Ovarian Luteinized Thecal Cell Tumor	C1334608
NCIT:C6264	Benign Ovarian Luteinized Thecoma	Benign Luteinized Ovarian Thecoma | Benign Luteinized Thecal Cell Neoplasm of Ovary | Benign Luteinized Thecal Cell Neoplasm of the Ovary | Benign Luteinized Thecal Cell Tumor of Ovary | Benign Luteinized Thecal Cell Tumor of the Ovary | Benign Luteinized Thecoma of Ovary | Benign Luteinized Thecoma of the Ovary | Benign Ovarian Luteinized Thecal Cell Neoplasm | Benign Ovarian Luteinized Thecal Cell Tumor	C1332524
NCIT:C6265	Fallopian Tube Adenocarcinoma	Adenocarcinoma of Fallopian Tube | Adenocarcinoma of the Fallopian Tube	C1333590
NCIT:C6267	Fallopian Tube Papillary Adenocarcinoma		C1333595
NCIT:C6268	Childhood Cerebral Ependymoma, Not Otherwise Specified	Childhood Cerebral Ependymoma, NOS	
NCIT:C6269	Stage IA Fallopian Tube Cancer AJCC v6 and v7	AJCC Stage IA Fallopian Tube Cancer | Fallopian Tube Cancer Stage IA | FIGO Stage IA Carcinoma of Fallopian Tube | FIGO Stage IA Carcinoma of the Fallopian Tube | FIGO Stage IA Fallopian Tube Carcinoma | Stage IA Fallopian Tube Cancer | Stage IA Fallopian Tube Cancer AJCC v6 | Stage IA Fallopian Tube Cancer AJCC v7	C1336114
NCIT:C6270	Stage IB Fallopian Tube Cancer AJCC v6 and v7	AJCC Stage IB Fallopian Tube Cancer | Fallopian Tube Cancer Stage IB | FIGO Stage IB Carcinoma of Fallopian Tube | FIGO Stage IB Carcinoma of the Fallopian Tube | FIGO Stage IB Fallopian Tube Carcinoma | Stage IB Fallopian Tube Cancer | Stage IB Fallopian Tube Cancer AJCC v6 | Stage IB Fallopian Tube Cancer AJCC v7	C1336133
NCIT:C6271	Stage IC Fallopian Tube Cancer AJCC v6 and v7	AJCC Stage IC Fallopian Tube Cancer | Fallopian Tube Cancer Stage IC | FIGO Stage IC Carcinoma of Fallopian Tube | FIGO Stage IC Carcinoma of the Fallopian Tube | FIGO Stage IC Fallopian Tube Carcinoma | Stage IC Fallopian Tube Cancer | Stage IC Fallopian Tube Cancer AJCC v6 | Stage IC Fallopian Tube Cancer AJCC v7	C1336149
NCIT:C6272	Stage IIA Fallopian Tube Cancer AJCC v6 and v7	AJCC Stage IIA Fallopian Tube Cancer | Fallopian Tube Cancer Stage IIA | FIGO Stage IIA Carcinoma of Fallopian Tube | FIGO Stage IIA Carcinoma of the Fallopian Tube | FIGO Stage IIA Fallopian Tube Carcinoma | Stage IIA Fallopian Tube Cancer | Stage IIA Fallopian Tube Cancer AJCC v6 | Stage IIA Fallopian Tube Cancer AJCC v7	C1336161
NCIT:C6273	Stage IIIA Fallopian Tube Cancer AJCC v7	AJCC Stage IIIA Fallopian Tube Cancer | Fallopian Tube Cancer Stage IIIA | FIGO Stage IIIA Carcinoma of Fallopian Tube | FIGO Stage IIIA Carcinoma of the Fallopian Tube | FIGO Stage IIIA Fallopian Tube Carcinoma | Stage IIIA Fallopian Tube Cancer	C1336206
NCIT:C6274	Stage IIIB Fallopian Tube Cancer AJCC v7	AJCC Stage IIIB Fallopian Tube Cancer | Fallopian Tube Cancer Stage IIIB | FIGO Stage IIIB Carcinoma of Fallopian Tube | FIGO Stage IIIB Carcinoma of the Fallopian Tube | FIGO Stage IIIB Fallopian Tube Carcinoma | Stage IIIB Fallopian Tube Cancer	C1336221
NCIT:C6275	Stage IIIC Fallopian Tube Cancer AJCC v7	AJCC Stage IIIC Fallopian Tube Cancer | Fallopian Tube Cancer Stage IIIC | FIGO Stage IIIC Carcinoma of Fallopian Tube | FIGO Stage IIIC Carcinoma of the Fallopian Tube | FIGO Stage IIIC Fallopian Tube Carcinoma | Stage IIIC Fallopian Tube Cancer	C1336236
NCIT:C6276	Stage IIC Fallopian Tube Cancer AJCC v6 and v7	AJCC Stage IIC Fallopian Tube Cancer | Fallopian Tube Cancer Stage IIC | FIGO Stage IIC Carcinoma of Fallopian Tube | FIGO Stage IIC Carcinoma of the Fallopian Tube | FIGO Stage IIC Fallopian Tube Carcinoma | Stage IIC Fallopian Tube Cancer | Stage IIC Fallopian Tube Cancer AJCC v6 | Stage IIC Fallopian Tube Cancer AJCC v7	C1336198
NCIT:C6277	Stage IIB Fallopian Tube Cancer AJCC v6 and v7	AJCC Stage IIB Fallopian Tube Cancer | Fallopian Tube Cancer Stage IIB | FIGO Stage IIB Carcinoma of Fallopian Tube | FIGO Stage IIB Carcinoma of the Fallopian Tube | FIGO Stage IIB Fallopian Tube Carcinoma | Stage IIB Fallopian Tube Cancer | Stage IIB Fallopian Tube Cancer AJCC v6 | Stage IIB Fallopian Tube Cancer AJCC v7	C1336183
NCIT:C62776	Cutaneous Pseudolymphoma	Lymphadenosis Benigna Cutis | Lymphocytoma Cutis | Pseudolymphoma of Spiegler	C0311220
NCIT:C6278	Fallopian Tube Gestational Choriocarcinoma	Gestational Choriocarcinoma of Fallopian Tube | Gestational Choriocarcinoma of the Fallopian Tube	C1333593
NCIT:C6279	Fallopian Tube Endometrioid Adenocarcinoma	Endometrioid Adenocarcinoma of Fallopian Tube | Endometrioid Adenocarcinoma of the Fallopian Tube | Endometrioid Carcinoma of Fallopian Tube | Endometrioid Carcinoma of the Fallopian Tube | Fallopian Tube Endometrioid Carcinoma	C1333592
NCIT:C62798	Restrictive Cardiomyopathy		
NCIT:C6280	Fallopian Tube Clear Cell Adenocarcinoma	Clear Cell Adenocarcinoma of Fallopian Tube | Clear Cell Adenocarcinoma of the Fallopian Tube | Clear Cell Carcinoma of Fallopian Tube | Clear Cell Carcinoma of the Fallopian Tube | Fallopian Tube Clear Cell Carcinoma	C1333591
NCIT:C6281	Fallopian Tube Undifferentiated Carcinoma	Undifferentiated Carcinoma of Fallopian Tube | Undifferentiated Carcinoma of the Fallopian Tube | Undifferentiated Fallopian Tube Cancer | Undifferentiated Fallopian Tube Carcinoma	C1336857
NCIT:C6282	Fallopian Tube Squamous Cell Carcinoma	Fallopian Tube Squamous Cell Cancer | Squamous Cell Carcinoma of Fallopian Tube | Squamous Cell Carcinoma of the Fallopian Tube	C1333596
NCIT:C6283	Childhood Neoplasm	Childhood Tumor | Neoplasm | Pediatric Neoplasm | Pediatric Tumor	C1368871
NCIT:C6284	Brain Germinoma	Germinoma of Brain | Germinoma of the Brain	C1332606
NCIT:C6285	Adult Central Nervous System Germ Cell Tumor	Adult Central Nervous System Germ Cell Neoplasm | Adult CNS Germ Cell Neoplasm | Adult CNS Germ Cell Tumor | Central Nervous System Germ Cell Tumor | Germ Cell Neoplasm of Adult Central Nervous System | Germ Cell Neoplasm of Adult CNS | Germ Cell Neoplasm of the Adult Central Nervous System | Germ Cell Neoplasm of the Adult CNS | Germ Cell Tumor of Adult Central Nervous System | Germ Cell Tumor of Adult CNS | Germ Cell Tumor of the Adult Central Nervous System | Germ Cell Tumor of the Adult CNS	C0280796
NCIT:C6286	Childhood Cerebellar Astrocytoma	Cerebellar Astrocytoma | Childhood Astrocytoma of Cerebellum | Childhood Astrocytoma of the Cerebellum | Pediatric Astrocytoma of Cerebellum | Pediatric Astrocytoma of the Cerebellum | Pediatric Cerebellar Astrocytoma	C0278594
NCIT:C6287	Endometrial Endometrioid Adenocarcinoma	EEC | Endometrial Endometrioid Carcinoma | Endometrioid Adenocarcinoma of Endometrium | Endometrioid Adenocarcinoma of the Endometrium | Endometrioid Carcinoma of Endometrium | Endometrioid Carcinoma of the Endometrium | Endometrioid endomet. adenocar. | Endometrioid endometrial adenocarcinoma | Uterine Corpus Endometrioid Adenocarcinoma | Uterine Corpus Endometrioid Carcinoma	C1336905
NCIT:C6290	Endometrial Endometrioid Adenocarcinoma, Variant with Squamous Differentiation	Adenocanthoma of Endometrium | Adenocanthoma of the Endometrium | Endometrial Adenoacanthoma | Endometrial Endometrioid Adenocarcinoma with Squamous Differentiation	C0279763
NCIT:C6291	Stage IA Ovarian Germ Cell Tumor AJCC v6 and v7	FIGO Stage IA Malignant Germ Cell Neoplasm of Ovary | FIGO Stage IA Malignant Germ Cell Neoplasm of the Ovary | FIGO Stage IA Malignant Germ Cell Tumor of Ovary | FIGO Stage IA Malignant Germ Cell Tumor of the Ovary | FIGO Stage IA Malignant Ovarian Germ Cell Neoplasm | FIGO Stage IA Malignant Ovarian Germ Cell Tumor | Stage IA Ovarian Germ Cell Tumor | Stage IA Ovarian Germ Cell Tumor AJCC v6 | Stage IA Ovarian Germ Cell Tumor AJCC v7	C1336122
NCIT:C6292	Stage IB Ovarian Germ Cell Tumor AJCC v6 and v7	FIGO Stage IB Malignant Germ Cell Neoplasm of Ovary | FIGO Stage IB Malignant Germ Cell Neoplasm of the Ovary | FIGO Stage IB Malignant Germ Cell Tumor of Ovary | FIGO Stage IB Malignant Germ Cell Tumor of the Ovary | FIGO Stage IB Malignant Ovarian Germ Cell Neoplasm | FIGO Stage IB Malignant Ovarian Germ Cell Tumor | Stage IB Ovarian Germ Cell Tumor | Stage IB Ovarian Germ Cell Tumor AJCC v6 | Stage IB Ovarian Germ Cell Tumor AJCC v7	C1336142
NCIT:C6293	Stage IC Ovarian Germ Cell Tumor AJCC v6 and v7	FIGO Stage IC Malignant Germ Cell Neoplasm of Ovary | FIGO Stage IC Malignant Germ Cell Neoplasm of the Ovary | FIGO Stage IC Malignant Germ Cell Tumor of Ovary | FIGO Stage IC Malignant Germ Cell Tumor of the Ovary | FIGO Stage IC Malignant Ovarian Germ Cell Neoplasm | FIGO Stage IC Malignant Ovarian Germ Cell Tumor | Stage IC Ovarian Germ Cell Tumor | Stage IC Ovarian Germ Cell Tumor AJCC v6 | Stage IC Ovarian Germ Cell Tumor AJCC v7	C1336151
NCIT:C6294	Stage IIC Ovarian Germ Cell Tumor AJCC v6 and v7	FIGO Stage IIC Malignant Germ Cell Neoplasm of Ovary | FIGO Stage IIC Malignant Germ Cell Neoplasm of the Ovary | FIGO Stage IIC Malignant Germ Cell Tumor of Ovary | FIGO Stage IIC Malignant Germ Cell Tumor of the Ovary | FIGO Stage IIC Malignant Ovarian Germ Cell Neoplasm | FIGO Stage IIC Malignant Ovarian Germ Cell Tumor | Stage IIC Ovarian Germ Cell Tumor | Stage IIC Ovarian Germ Cell Tumor AJCC v6 | Stage IIC Ovarian Germ Cell Tumor AJCC v7	C1336200
NCIT:C6295	Stage IIB Ovarian Germ Cell Tumor AJCC v6 and v7	FIGO Stage IIB Malignant Germ Cell Neoplasm of Ovary | FIGO Stage IIB Malignant Germ Cell Neoplasm of the Ovary | FIGO Stage IIB Malignant Germ Cell Tumor of Ovary | FIGO Stage IIB Malignant Germ Cell Tumor of the Ovary | FIGO Stage IIB Malignant Ovarian Germ Cell Neoplasm | FIGO Stage IIB Malignant Ovarian Germ Cell Tumor | Stage IIB Ovarian Germ Cell Tumor | Stage IIB Ovarian Germ Cell Tumor AJCC v6 | Stage IIB Ovarian Germ Cell Tumor AJCC v7	C1336193
NCIT:C6296	Stage IIA Ovarian Germ Cell Tumor AJCC v6 and v7	FIGO Stage IIA Malignant Germ Cell Neoplasm of Ovary | FIGO Stage IIA Malignant Germ Cell Neoplasm of the Ovary | FIGO Stage IIA Malignant Germ Cell Tumor of Ovary | FIGO Stage IIA Malignant Germ Cell Tumor of the Ovary | FIGO Stage IIA Malignant Ovarian Germ Cell Neoplasm | FIGO Stage IIA Malignant Ovarian Germ Cell Tumor | Stage IIA Ovarian Germ Cell Tumor | Stage IIA Ovarian Germ Cell Tumor AJCC v6 | Stage IIA Ovarian Germ Cell Tumor AJCC v7	C1336170
NCIT:C6297	Stage IIIA Ovarian Germ Cell Tumor AJCC v6 and v7	FIGO Stage IIIA Malignant Germ Cell Neoplasm of Ovary | FIGO Stage IIIA Malignant Germ Cell Neoplasm of the Ovary | FIGO Stage IIIA Malignant Germ Cell Tumor of Ovary | FIGO Stage IIIA Malignant Germ Cell Tumor of the Ovary | FIGO Stage IIIA Malignant Ovarian Germ Cell Neoplasm | FIGO Stage IIIA Malignant Ovarian Germ Cell Tumor | Stage IIIA Ovarian Germ Cell Tumor | Stage IIIA Ovarian Germ Cell Tumor AJCC v6 | Stage IIIA Ovarian Germ Cell Tumor AJCC v7	C1336213
NCIT:C6298	Stage IIIB Ovarian Germ Cell Tumor AJCC v6 and v7	FIGO Stage IIIB Malignant Germ Cell Neoplasm of Ovary | FIGO Stage IIIB Malignant Germ Cell Neoplasm of the Ovary | FIGO Stage IIIB Malignant Germ Cell Tumor of Ovary | FIGO Stage IIIB Malignant Germ Cell Tumor of the Ovary | FIGO Stage IIIB Malignant Ovarian Germ Cell Neoplasm | FIGO Stage IIIB Malignant Ovarian Germ Cell Tumor | Stage IIIB Ovarian Germ Cell Tumor | Stage IIIB Ovarian Germ Cell Tumor AJCC v6 | Stage IIIB Ovarian Germ Cell Tumor AJCC v7	C1336228
NCIT:C6299	Stage IIIC Ovarian Germ Cell Tumor AJCC v6 and v7	FIGO Stage IIIC Malignant Germ Cell Neoplasm of Ovary | FIGO Stage IIIC Malignant Germ Cell Neoplasm of the Ovary | FIGO Stage IIIC Malignant Germ Cell Tumor of Ovary | FIGO Stage IIIC Malignant Germ Cell Tumor of the Ovary | FIGO Stage IIIC Malignant Ovarian Germ Cell Neoplasm | FIGO Stage IIIC Malignant Ovarian Germ Cell Tumor | Stage IIIC Ovarian Germ Cell Tumor | Stage IIIC Ovarian Germ Cell Tumor AJCC v6 | Stage IIIC Ovarian Germ Cell Tumor AJCC v7	C1336238
NCIT:C6300	Uterine Corpus Neoplasm	Corpus Uteri Neoplasm | Corpus Uteri Tumor | Neoplasm of Body of Uterus | Neoplasm of Corpus Uteri | Neoplasm of the Body of Uterus | Neoplasm of the Corpus Uteri | Neoplasm of the Uterine Body | Neoplasm of the Uterine Corpus | Neoplasm of Uterine Body | Neoplasm of Uterine Corpus | Tumor of Corpus Uteri | Tumor of the Corpus Uteri | Tumor of the Uterine Body | Tumor of the Uterine Corpus | Tumor of Uterine Body | Tumor of Uterine Corpus | Uterine Body Neoplasm | Uterine Body Tumor | Uterine Corpus Tumor	C1263777
NCIT:C6301	Stage IA Uterine Corpus Carcinoma or Carcinosarcoma by AJCC v7 Stage	Stage IA Uterine (including Endometrial) Cancer	C1336113
NCIT:C6302	Stage IB Uterine Corpus Carcinoma or Carcinosarcoma by AJCC v7 Stage	Stage IB Uterine (including Endometrial) Cancer	C1336132
NCIT:C6304	Stage IIA Uterine Corpus Carcinoma or Carcinosarcoma AJCC v6	Stage IIA Uterine (including Endometrial) Cancer	C1336157
NCIT:C6305	Stage IIB Uterine Corpus Carcinoma or Carcinosarcoma AJCC v6	Stage IIB Uterine (including Endometrial) Cancer	C1336179
NCIT:C6306	Stage IIIA Uterine Corpus Carcinoma or Carcinosarcoma by AJCC v7 Stage	Stage IIIA Uterine (including Endometrial) Cancer	C1336205
NCIT:C6307	Stage IIIB Uterine Corpus Carcinoma or Carcinosarcoma by AJCC v7 Stage	Stage IIIB Uterine (including Endometrial) Cancer	C1336220
NCIT:C6308	Stage IIIC Uterine Corpus Carcinoma or Carcinosarcoma by AJCC v7 Stage	Stage IIIC Uterine (including Endometrial) Cancer	C1336235
NCIT:C6309	Stage IVA Uterine Corpus Carcinoma or Carcinosarcoma by AJCC v7 Stage	Stage IVA Uterine (including Endometrial) Cancer	C1336334
NCIT:C6310	Stage IVB Uterine Corpus Carcinoma or Carcinosarcoma by AJCC v7 Stage	Stage IVB Uterine (including Endometrial) Cancer	C1336364
NCIT:C6311	Malignant Uterine Corpus Mixed Epithelial and Mesenchymal Neoplasm	Malignant Body of Uterus Mixed Neoplasm | Malignant Body of Uterus Mixed Tumor | Malignant Corpus Uteri Mixed Neoplasm | Malignant Corpus Uteri Mixed Tumor | Malignant Mixed Neoplasm of Body of Uterus | Malignant Mixed Neoplasm of Corpus Uteri | Malignant Mixed Neoplasm of the Body of Uterus | Malignant Mixed Neoplasm of the Corpus Uteri | Malignant Mixed Neoplasm of the Uterine Body | Malignant Mixed Neoplasm of the Uterine Corpus | Malignant Mixed Neoplasm of Uterine Body | Malignant Mixed Neoplasm of Uterine Corpus | Malignant Mixed Tumor of Body of Uterus | Malignant Mixed Tumor of Corpus Uteri | Malignant Mixed Tumor of the Body of Uterus | Malignant Mixed Tumor of the Corpus Uteri | Malignant Mixed Tumor of the Uterine Body | Malignant Mixed Tumor of the Uterine Corpus | Malignant Mixed Tumor of Uterine Body | Malignant Mixed Tumor of Uterine Corpus | Malignant Uterine Body Mixed Neoplasm | Malignant Uterine Body Mixed Tumor | Malignant Uterine Corpus Mixed Tumor	C1334628
NCIT:C6313	Stage IA Cervical Cancer AJCC v6 and v7	AJCC Stage IA Cervical Cancer | Cervical Cancer Stage IA | FIGO Stage IA Carcinoma of Cervix | FIGO Stage IA Carcinoma of Cervix Uteri | FIGO Stage IA Carcinoma of the Cervix | FIGO Stage IA Carcinoma of the Cervix Uteri | FIGO Stage IA Carcinoma of the Uterine Cervix | FIGO Stage IA Carcinoma of Uterine Cervix | FIGO Stage IA Cervical Carcinoma | FIGO Stage IA Cervix Carcinoma | FIGO Stage IA Cervix Uteri Carcinoma | FIGO Stage IA Uterine Cervix Carcinoma | Stage IA Cervical Cancer | Stage IA Cervical Cancer AJCC v6 | Stage IA Cervical Cancer AJCC v7	
NCIT:C6314	Stage IA1 Cervical Cancer AJCC v6 and v7	AJCC Stage IA1Cervical Cancer | Cervical Cancer Stage IA1 | FIGO Stage IA1 Carcinoma of Cervix | FIGO Stage IA1 Carcinoma of Cervix Uteri | FIGO Stage IA1 Carcinoma of the Cervix | FIGO Stage IA1 Carcinoma of the Cervix Uteri | FIGO Stage IA1 Carcinoma of the Uterine Cervix | FIGO Stage IA1 Carcinoma of Uterine Cervix | FIGO Stage IA1 Cervical Carcinoma | FIGO Stage IA1 Cervix Carcinoma | FIGO Stage IA1 Cervix Uteri Carcinoma | FIGO Stage IA1 Uterine Cervix Carcinoma | Stage IA1 Cervical Cancer | Stage IA1 Cervical Cancer AJCC v6 | Stage IA1 Cervical Cancer AJCC v7	C1336109
NCIT:C6315	Stage IA2 Cervical Cancer AJCC v6 and v7	AJCC Stage IA2 Cervical Cancer | Cervical Cancer Stage IA2 | FIGO Stage IA2 Carcinoma of Cervix | FIGO Stage IA2 Carcinoma of Cervix Uteri | FIGO Stage IA2 Carcinoma of the Cervix | FIGO Stage IA2 Carcinoma of the Cervix Uteri | FIGO Stage IA2 Carcinoma of the Uterine Cervix | FIGO Stage IA2 Carcinoma of Uterine Cervix | FIGO Stage IA2 Cervical Carcinoma | FIGO Stage IA2 Cervix Carcinoma | FIGO Stage IA2 Cervix Uteri Carcinoma | FIGO Stage IA2 Uterine Cervix Carcinoma | Stage IA2 Cervical Cancer | Stage IA2 Cervical Cancer AJCC v7	C1336110
NCIT:C6316	Stage IB Cervical Cancer AJCC v6 and v7	AJCC Stage IB Cervical Cancer | Cervical Cancer Stage IB | FIGO Stage IB Carcinoma of Cervix | FIGO Stage IB Carcinoma of Cervix Uteri | FIGO Stage IB Carcinoma of the Cervix | FIGO Stage IB Carcinoma of the Cervix Uteri | FIGO Stage IB Carcinoma of the Uterine Cervix | FIGO Stage IB Carcinoma of Uterine Cervix | FIGO Stage IB Cervical Carcinoma | FIGO Stage IB Cervix Carcinoma | FIGO Stage IB Cervix Uteri Carcinoma | FIGO Stage IB Uterine Cervix Carcinoma | Stage IB Cervical Cancer | Stage IB Cervical Cancer AJCC v6 | Stage IB Cervical Cancer AJCC v7	
NCIT:C6317	Stage IB1 Cervical Cancer AJCC v6 and v7	AJCC Stage IB1 Cervical Cancer | Cervical Cancer Stage IB1 | FIGO Stage IB1 Carcinoma of Cervix | FIGO Stage IB1 Carcinoma of Cervix Uteri | FIGO Stage IB1 Carcinoma of the Cervix | FIGO Stage IB1 Carcinoma of the Cervix Uteri | FIGO Stage IB1 Carcinoma of the Uterine Cervix | FIGO Stage IB1 Carcinoma of Uterine Cervix | FIGO Stage IB1 Cervical Carcinoma | FIGO Stage IB1 Cervix Carcinoma | FIGO Stage IB1 Cervix Uteri Carcinoma | FIGO Stage IB1 Uterine Cervix Carcinoma | Stage IB1 Cervical Cancer | Stage IB1 Cervical Cancer AJCC v6 | Stage IB1 Cervical Cancer AJCC v7	C1336128
NCIT:C6318	Stage IB2 Cervical Cancer AJCC v6 and v7	AJCC Stage IB2 Cervical Cancer | Cervical Cancer Stage IB2 | FIGO Stage IB2 Carcinoma of Cervix | FIGO Stage IB2 Carcinoma of Cervix Uteri | FIGO Stage IB2 Carcinoma of the Cervix | FIGO Stage IB2 Carcinoma of the Cervix Uteri | FIGO Stage IB2 Carcinoma of the Uterine Cervix | FIGO Stage IB2 Carcinoma of Uterine Cervix | FIGO Stage IB2 Cervical Carcinoma | FIGO Stage IB2 Cervix Carcinoma | FIGO Stage IB2 Cervix Uteri Carcinoma | FIGO Stage IB2 Uterine Cervix Carcinoma | Stage IB2 Cervical Cancer | Stage IB2 Cervical Cancer AJCC v6 | Stage IB2 Cervical Cancer AJCC v7	C1336129
NCIT:C6319	Stage IIA Cervical Cancer AJCC v6	AJCC Stage IIA Cervical Cancer v6 | Cervical Cancer Stage IIA AJCC v6 | FIGO Stage IIA Carcinoma of Cervix | FIGO Stage IIA Carcinoma of Cervix Uteri | FIGO Stage IIA Carcinoma of the Cervix | FIGO Stage IIA Carcinoma of the Cervix Uteri | FIGO Stage IIA Carcinoma of the Uterine Cervix | FIGO Stage IIA Carcinoma of Uterine Cervix | FIGO Stage IIA Cervical Carcinoma | FIGO Stage IIA Cervix Carcinoma | FIGO Stage IIA Cervix Uteri Carcinoma | FIGO Stage IIA Uterine Cervix Carcinoma | Stage IIA Cervical Cancer	C0278588
NCIT:C6320	Stage IIB Cervical Cancer AJCC v6 and v7	AJCC Stage IIB Cervical Cancer | Cervical Cancer Stage II | FIGO Stage IIB Carcinoma of Cervix | FIGO Stage IIB Carcinoma of Cervix Uteri | FIGO Stage IIB Carcinoma of the Cervix | FIGO Stage IIB Carcinoma of the Cervix Uteri | FIGO Stage IIB Carcinoma of the Uterine Cervix | FIGO Stage IIB Carcinoma of Uterine Cervix | FIGO Stage IIB Cervical Carcinoma | FIGO Stage IIB Cervix Carcinoma | FIGO Stage IIB Cervix Uteri Carcinoma | FIGO Stage IIB Uterine Cervix Carcinoma | Stage IIB Cervical Cancer | Stage IIB Cervical Cancer AJCC v6 | Stage IIB Cervical Cancer AJCC v7	C0278583
NCIT:C6321	Stage IIIB Cervical Cancer AJCC v6 and v7	AJCC Stage IIIB Cervical Cancer | Cervical Cancer Stage IIIB | FIGO Stage IIIB Carcinoma of Cervix | FIGO Stage IIIB Carcinoma of Cervix Uteri | FIGO Stage IIIB Carcinoma of the Cervix | FIGO Stage IIIB Carcinoma of the Cervix Uteri | FIGO Stage IIIB Carcinoma of the Uterine Cervix | FIGO Stage IIIB Carcinoma of Uterine Cervix | FIGO Stage IIIB Cervical Carcinoma | FIGO Stage IIIB Cervix Carcinoma | FIGO Stage IIIB Cervix Uteri Carcinoma | FIGO Stage IIIB Uterine Cervix Carcinoma | Stage IIIB Cervical Cancer | Stage IIIB Cervical Cancer AJCC v6 | Stage IIIB Cervical Cancer AJCC v7	C1336219
