id	label	synonyms	umls
NCIT:C6322	Stage IIIA Cervical Cancer AJCC v6 and v7	AJCC Stage IIIA Cervical Cancer | Cervical Cancer Stage IIIA | FIGO Stage IIIA Carcinoma of Cervix | FIGO Stage IIIA Carcinoma of Cervix Uteri | FIGO Stage IIIA Carcinoma of the Cervix | FIGO Stage IIIA Carcinoma of the Cervix Uteri | FIGO Stage IIIA Carcinoma of the Uterine Cervix | FIGO Stage IIIA Carcinoma of Uterine Cervix | FIGO Stage IIIA Cervical Carcinoma | FIGO Stage IIIA Cervix Carcinoma | FIGO Stage IIIA Cervix Uteri Carcinoma | FIGO Stage IIIA Uterine Cervix Carcinoma | Stage IIIA Cervical Cancer | Stage IIIA Cervical Cancer AJCC v6 | Stage IIIA Cervical Cancer AJCC v7	C1336204
NCIT:C6323	Stage IVA Cervical Cancer AJCC v6 and v7	AJCC Stage IVA Cervical Cancer | Cervical Cancer Stage IVA | FIGO Stage IVA Carcinoma of Cervix | FIGO Stage IVA Carcinoma of Cervix Uteri | FIGO Stage IVA Carcinoma of the Cervix | FIGO Stage IVA Carcinoma of the Cervix Uteri | FIGO Stage IVA Carcinoma of the Uterine Cervix | FIGO Stage IVA Carcinoma of Uterine Cervix | FIGO Stage IVA Cervical Carcinoma | FIGO Stage IVA Cervix Carcinoma | FIGO Stage IVA Cervix Uteri Carcinoma | FIGO Stage IVA Uterine Cervix Carcinoma | Stage IVA Cervical Cancer | Stage IVA Cervical Cancer AJCC v6 | Stage IVA Cervical Cancer AJCC v7	C0278589
NCIT:C6324	Stage IVB Cervical Cancer AJCC v6 and v7	AJCC Stage IVB Cervical Cancer | Cervical Cancer Stage IVB | FIGO Stage IVB Carcinoma of Cervix | FIGO Stage IVB Carcinoma of Cervix Uteri | FIGO Stage IVB Carcinoma of the Cervix | FIGO Stage IVB Carcinoma of the Cervix Uteri | FIGO Stage IVB Carcinoma of the Uterine Cervix | FIGO Stage IVB Carcinoma of Uterine Cervix | FIGO Stage IVB Cervical Carcinoma | FIGO Stage IVB Cervix Carcinoma | FIGO Stage IVB Cervix Uteri Carcinoma | FIGO Stage IVB Uterine Cervix Carcinoma | Stage IVB Cervical Cancer | Stage IVB Cervical Cancer AJCC v6 | Stage IVB Cervical Cancer AJCC v7	C1527418
NCIT:C6325	Vaginal Verrucous Carcinoma	Vagina Verrucous Carcinoma | Vagina Verrucous Squamous Cell Carcinoma | Vaginal Verrucous Squamous Cell Carcinoma | Verrucous Carcinoma of the Vagina | Verrucous Carcinoma of Vagina | Verrucous Squamous Cell Carcinoma of the Vagina | Verrucous Squamous Cell Carcinoma of Vagina	C1336944
NCIT:C6326	Vaginal Leiomyosarcoma	Leiomyosarcoma of the Vagina | Leiomyosarcoma of Vagina | Vagina Leiomyosarcoma	C1336940
NCIT:C6328	Stage IA Vulvar Carcinoma AJCC v6	Stage IA Carcinoma of the Vulva AJCC v6 | Stage IA Carcinoma of Vulva AJCC v6 | Stage IA Vulva Carcinoma AJCC v6 | Stage IA Vulvar Cancer	C1336127
NCIT:C6329	Stage IB Vulvar Carcinoma AJCC v6	Stage IB Carcinoma of the Vulva AJCC v6 | Stage IB Carcinoma of Vulva AJCC v6 | Stage IB Vulva Carcinoma AJCC v6 | Stage IB Vulvar Cancer	C1336147
NCIT:C6330	Stage IVA Vulvar Cancer AJCC v6	Stage IVA Carcinoma of the Vulva AJCC v6 | Stage IVA Carcinoma of Vulva AJCC v6 | Stage IVA Vulva Cancer AJCC v6 | Stage IVA Vulva Carcinoma AJCC v6 | Stage IVA Vulval Cancer AJCC v6 | Stage IVA Vulval Carcinoma AJCC v6 | Stage IVA Vulvar Cancer | Stage IVA Vulvar Carcinoma AJCC v6	C1336360
NCIT:C6332	Metastatic Malignant Neoplasm in the Vulva	Metastasis to the Vulva | Metastatic Malignant Neoplasm to the Vulva | Metastatic Neoplasm to the Vulva | Vulvar Metastasis	C0346998
NCIT:C63324	Engraftment Syndrome		C0919746
NCIT:C6333	Metastatic Malignant Neoplasm in the Vagina	Metastasis to the Vagina | Metastasis to Vagina | Metastatic Malignant Neoplasm to the Vagina | Metastatic Neoplasm to the Vagina | Secondary Tumor to the Vagina | Secondary Tumor to Vagina	C0346997
NCIT:C6334	Metastatic Carcinoma in the Uterine Cervix	Metastatic Carcinoma to the Cervix | Metastatic Carcinoma to the Cervix Uteri | Metastatic Carcinoma to the Uterine Cervix | Secondary Carcinoma to the Cervix | Secondary Carcinoma to the Cervix Uteri | Secondary Carcinoma to the Uterine Cervix	C0278584
NCIT:C6335	Benign Uterine Corpus Mixed Epithelial and Mesenchymal Neoplasm	Benign Corpus Uteri Mixed Neoplasm | Benign Corpus Uteri Mixed Tumor | Benign Mixed Neoplasm of Body of Uterus | Benign Mixed Neoplasm of Corpus Uteri | Benign Mixed Neoplasm of the Body of Uterus | Benign Mixed Neoplasm of the Corpus Uteri | Benign Mixed Neoplasm of the Uterine Body | Benign Mixed Neoplasm of the Uterine Corpus | Benign Mixed Neoplasm of Uterine Body | Benign Mixed Neoplasm of Uterine Corpus | Benign Mixed Tumor of Body of Uterus | Benign Mixed Tumor of Corpus Uteri | Benign Mixed Tumor of the Body of Uterus | Benign Mixed Tumor of the Corpus Uteri | Benign Mixed Tumor of the Uterine Body | Benign Mixed Tumor of the Uterine Corpus | Benign Mixed Tumor of Uterine Body | Benign Mixed Tumor of Uterine Corpus | Benign Uterine Body Mixed Neoplasm | Benign Uterine Body Mixed Tumor | Benign Uterine Corpus Mixed Tumor	C1332542
NCIT:C6336	Uterine Corpus Adenosarcoma	Adenosarcoma of Body of Uterus | Adenosarcoma of the Body of Uterus | Adenosarcoma of the Uterine Body | Adenosarcoma of the Uterine Corpus | Adenosarcoma of Uterine Body | Adenosarcoma of Uterine Corpus | Body of Uterus Adenosarcoma | Uterine Body Adenosarcoma | Uterine Corpus Mullerian Adenosarcoma | Uterine Corpus Müllerian Adenosarcoma	C1336917
NCIT:C6337	Uterine Corpus Adenofibroma	Adenofibroma of Body of Uterus | Adenofibroma of Corpus Uteri | Adenofibroma of the Body of Uterus | Adenofibroma of the Corpus Uteri | Adenofibroma of the Uterine Body | Adenofibroma of the Uterine Corpus | Adenofibroma of Uterine Body | Adenofibroma of Uterine Corpus | Corpus Uteri Adenofibroma | Uterine Body Adenofibroma	C1336901
NCIT:C6338	Uterine Corpus Adenomyoma	Adenomyoma of Body of Uterus | Adenomyoma of Corpus Uteri | Adenomyoma of the Body of Uterus | Adenomyoma of the Corpus Uteri | Adenomyoma of the Uterine Body | Adenomyoma of the Uterine Corpus | Adenomyoma of Uterine Body | Adenomyoma of Uterine Corpus | Corpus Uteri Adenomyoma | Uterine Body Adenomyoma	C1336903
NCIT:C6339	Uterine Corpus Sarcoma	Body of Uterus Sarcoma | Corpus Uteri Sarcoma | Sarcoma of Body of Uterus | Sarcoma of Corpus Uteri | Sarcoma of the Body of Uterus | Sarcoma of the Corpus Uteri | Sarcoma of the Uterine Body | Sarcoma of the Uterine Corpus | Sarcoma of the Uterus | Sarcoma of Uterine Body | Sarcoma of Uterine Corpus | Sarcoma of Uterus | Uterine Body Sarcoma | Uterine Sarcoma | Uterus Sarcoma	C0338113
NCIT:C6340	Uterine Corpus Leiomyosarcoma	Body of Uterus Leiomyosarcoma | Corpus Uteri Leiomyosarcoma | Leiomyosarcoma - uterus | Leiomyosarcoma of Body of Uterus | Leiomyosarcoma of Corpus Uteri | Leiomyosarcoma of the Body of Uterus | Leiomyosarcoma of the Corpus Uteri | Leiomyosarcoma of the Uterine Body | Leiomyosarcoma of the Uterine Corpus | Leiomyosarcoma of the Uterus | Leiomyosarcoma of Uterine Body | Leiomyosarcoma of Uterine Corpus | Leiomyosarcoma of Uterus | Uterine Body Leiomyosarcoma	C3549860
NCIT:C6341	Testicular Embryonal Carcinoma	Embryonal Carcinoma of Testis | Embryonal Carcinoma of the Testis	C0238448
NCIT:C6342	Cervical Squamous Papilloma	Cervical Squamous Cell Papilloma | Cervix Squamous Papilloma | Cervix Uteri Squamous Papilloma | Squamous Papilloma of Cervix | Squamous Papilloma of Cervix Uteri | Squamous Papilloma of the Cervix | Squamous Papilloma of the Cervix Uteri | Squamous Papilloma of the Uterine Cervix | Squamous Papilloma of Uterine Cervix | Uterine Cervix Squamous Papilloma	C1336900
NCIT:C6343	Cervical Endometrioid Adenocarcinoma	Cervical Endometrioid Carcinoma | Cervix Endometrioid Adenocarcinoma | Cervix Endometrioid Carcinoma | Cervix Uteri Endometrioid Adenocarcinoma | Cervix Uteri Endometrioid Carcinoma | Endometrioid Adenocarcinoma of Cervix | Endometrioid Adenocarcinoma of Cervix Uteri | Endometrioid Adenocarcinoma of the Cervix | Endometrioid Adenocarcinoma of the Cervix Uteri | Endometrioid Adenocarcinoma of the Uterine Cervix | Endometrioid Adenocarcinoma of Uterine Cervix | Endometrioid Carcinoma of Cervix | Endometrioid Carcinoma of Cervix Uteri | Endometrioid Carcinoma of the Cervix | Endometrioid Carcinoma of the Cervix Uteri | Endometrioid Carcinoma of the Uterine Cervix | Endometrioid Carcinoma of Uterine Cervix | Uterine Cervix Endometrioid Adenocarcinoma | Uterine Cervix Endometrioid Carcinoma	C1332913
NCIT:C6344	Human Papillomavirus-Independent Cervical Adenocarcinoma, Clear Cell-Type	Cervical Clear Cell Adenocarcinoma | Cervical Clear Cell Carcinoma | Cervix Clear Cell Adenocarcinoma | Cervix Clear Cell Carcinoma | Cervix Uteri Clear Cell Adenocarcinoma | Cervix Uteri Clear Cell Carcinoma | Clear Cell Adenocarcinoma of Cervix | Clear Cell Adenocarcinoma of Cervix Uteri | Clear Cell Adenocarcinoma of the Cervix | Clear Cell Adenocarcinoma of the Cervix Uteri | Clear Cell Adenocarcinoma of the Uterine Cervix | Clear Cell Adenocarcinoma of Uterine Cervix | Clear Cell Carcinoma of Cervix | Clear Cell Carcinoma of Cervix Uteri | Clear Cell Carcinoma of the Cervix | Clear Cell Carcinoma of the Cervix Uteri | Clear Cell Carcinoma of the Uterine Cervix | Clear Cell Carcinoma of Uterine Cervix | HPV- Independent Cervical Adenocarcinoma, Clear Cell Type | HPV- Independent Cervical Adenocarcinoma, Clear Cell-Type | Human Papillomavirus-Independent Cervical Adenocarcinoma, Clear Cell Type | Uterine Cervix Clear Cell Adenocarcinoma | Uterine Cervix Clear Cell Carcinoma	C1332912
NCIT:C6345	Cervical Undifferentiated Carcinoma	Undifferentiated Cervical Cancer	C0850327
NCIT:C6346	Cervical Adenoid Cystic Carcinoma	Adenoid Cystic Carcinoma of Cervix | Adenoid Cystic Carcinoma of Cervix Uteri | Adenoid Cystic Carcinoma of the Cervix | Adenoid Cystic Carcinoma of the Cervix Uteri | Adenoid Cystic Carcinoma of the Uterine Cervix | Adenoid Cystic Carcinoma of Uterine Cervix | Cervical Adenoid Cystic Cancer | Cervix Adenoid Cystic Carcinoma | Cervix Uteri Adenoid Cystic Carcinoma | Uterine Cervix Adenoid Cystic Carcinoma	C1332911
NCIT:C6347	Testicular Mixed Germ Cell Tumor	Mixed Germ Cell Neoplasm of Testis | Mixed Germ Cell Neoplasm of the Testis | Mixed Germ Cell Tumor of Testis | Mixed Germ Cell Tumor of the Testis | Testicular Germ Cell Tumor (Mixed) | Testicular Mixed Germ Cell Neoplasm	C1336720
NCIT:C6348	Testicular Mixed Choriocarcinoma and Embryonal Carcinoma	Mixed Choriocarcinoma and Embryonal Carcinoma of Testis | Mixed Choriocarcinoma and Embryonal Carcinoma of the Testis	C0279717
NCIT:C6349	Testicular Mixed Choriocarcinoma and Teratoma	Mixed Choriocarcinoma and Teratoma of Testis | Mixed Choriocarcinoma and Teratoma of the Testis	C0279718
NCIT:C6350	Testicular Mixed Embryonal Carcinoma and Seminoma	Mixed Embryonal Carcinoma and Seminoma of Testis | Mixed Embryonal Carcinoma and Seminoma of the Testis	C0279713
NCIT:C6351	Testicular Mixed Embryonal Carcinoma and Teratoma	Mixed Embryonal Carcinoma and Teratoma of Testis | Mixed Embryonal Carcinoma and Teratoma of the Testis	C0279709
NCIT:C6352	Testicular Mixed Embryonal Carcinoma and Teratoma with Seminoma	Mixed Embryonal Carcinoma and Teratoma with Seminoma of Testis | Mixed Embryonal Carcinoma and Teratoma with Seminoma of the Testis	C0279710
NCIT:C6353	Testicular Immature Teratoma	Immature Teratoma of Testis | Immature Teratoma of the Testis | Immature Testicular Teratoma	C1334154
NCIT:C63532	Kidney Non-Hodgkin Lymphoma	Kidney Lymphoma | Primary Kidney Lymphoma | Primary Kidney Non-Hodgkin Lymphoma | Primary Renal Lymphoma | Primary Renal Non-Hodgkin Lymphoma | Renal Lymphoma | Renal Non-Hodgkin Lymphoma	C0341714
NCIT:C63533	Kidney Diffuse Large B-Cell Lymphoma	Diffuse Large B-Cell Lymphoma of the Kidney | Primary Kidney Diffuse Large B-Cell Lymphoma	C1882929
NCIT:C6355	Testicular Mature Teratoma	Mature Teratoma of Testis | Mature Teratoma of the Testis | Mature Testicular Teratoma	C1334641
NCIT:C6356	Testicular Leydig Cell Tumor	Leydig Cell Neoplasm of Testis | Leydig Cell Neoplasm of the Testis | Leydig Cell Tumor of Testis | Leydig Cell Tumor of the Testis | Testicular Leydig Cell Neoplasm	C0863027
NCIT:C6357	Testicular Granulosa Cell Tumor	Granulosa Cell Neoplasm of Testis | Granulosa Cell Neoplasm of the Testis | Granulosa Cell Tumor of Testis | Granulosa Cell Tumor of the Testis | Testicular Granulosa Cell Neoplasm	C1336709
NCIT:C6358	Testicular Sex Cord-Stromal Tumor	Sex Cord-Stromal Neoplasm of Testis | Sex Cord-Stromal Neoplasm of the Testis | Sex Cord-Stromal Tumor of Testis | Sex Cord-Stromal Tumor of the Testis | Testicular Sex Cord-Stromal Neoplasm	C3840076
NCIT:C6359	Testicular Sarcoma	Sarcoma of Testis | Sarcoma of the Testis	C1336727
NCIT:C6360	Testicular Neuroendocrine Tumor, Prepubertal-Type	Prepubertal Type Testicular Neuroendocrine Tumor | Prepubertal-Type Testicular Neuroendocrine Tumor | Testicular Carcinoid Tumor | Testicular Neuroendocrine Tumor, Prepubertal Type	C1336705
NCIT:C6361	Stage IA Testicular Cancer AJCC v6 and v7	Stage IA | Stage IA Cancer of Testis | Stage IA Cancer of the Testis | Stage IA Testicular Cancer | Stage IA Testicular Cancer AJCC v6 | Stage IA Testicular Cancer AJCC v7	C2217637
NCIT:C6362	Stage IB Testicular Cancer AJCC v6 and v7	Stage IB | Stage IB Cancer of Testis | Stage IB Cancer of the Testis | Stage IB Testicular Cancer | Stage IB Testicular Cancer AJCC v6 | Stage IB Testicular Cancer AJCC v7	C2217638
NCIT:C63622	Undifferentiated Carcinoma with Osteoclast-Like Giant Cells	Carcinoma with osteoclast-like giant cells	C1883424
NCIT:C6363	Stage IS Testicular Cancer AJCC v6 and v7	Stage IS | Stage IS Cancer of Testis | Stage IS Cancer of the Testis | Stage IS Testicular Cancer | Stage IS Testicular Cancer AJCC v6 | Stage IS Testicular Cancer AJCC v7	C2217646
NCIT:C6364	Stage IIA Testicular Cancer AJCC v6 and v7	Stage IIA | Stage IIA Cancer of Testis | Stage IIA Cancer of the Testis | Stage IIA Testicular Cancer | Stage IIA Testicular Cancer AJCC v6 | Stage IIA Testicular Cancer AJCC v7	C2217640
NCIT:C6365	Stage IIB Testicular Cancer AJCC v6 and v7	Stage IIB | Stage IIB Cancer of Testis | Stage IIB Cancer of the Testis | Stage IIB Testicular Cancer | Stage IIB Testicular Cancer AJCC v6 | Stage IIB Testicular Cancer AJCC v7	C2217641
NCIT:C6366	Stage IIC Testicular Cancer AJCC v6 and v7	Stage IIC | Stage IIC Cancer of Testis | Stage IIC Cancer of the Testis | Stage IIC Testicular Cancer | Stage IIC Testicular Cancer AJCC v6 | Stage IIC Testicular Cancer AJCC v7	C1336202
NCIT:C6367	Stage IIIC Testicular Cancer AJCC v6 and v7	Stage IIIC | Stage IIIC Cancer of Testis | Stage IIIC Cancer of the Testis | Stage IIIC Testicular Cancer | Stage IIIC Testicular Cancer AJCC v6 | Stage IIIC Testicular Cancer AJCC v7	C2217645
NCIT:C6368	Stage IIIB Testicular Cancer AJCC v6 and v7	Stage IIIB | Stage IIIB Cancer of Testis | Stage IIIB Cancer of the Testis | Stage IIIB Testicular Cancer | Stage IIIB Testicular Cancer AJCC v6 | Stage IIIB Testicular Cancer AJCC v7	C2217644
NCIT:C6369	Stage IIIA Testicular Cancer AJCC v6 and v7	Stage IIIA | Stage IIIA Cancer of Testis | Stage IIIA Cancer of the Testis | Stage IIIA Testicular Cancer | Stage IIIA Testicular Cancer AJCC v7 | Testicular Cancer Stage IIIA	C2217643
NCIT:C63707	Osteoradionecrosis		C0029461
NCIT:C63709	Temporomandibular Joint Disorder	TMD	C0039494
NCIT:C6371	Giant Condyloma Acuminatum	Buschke-Lowenstein Neoplasm | Buschke-Lowenstein Tumor | Giant Condyloma	C1622751
NCIT:C63711	Sensory Disorder	Neurosensory Disorder	C0152027
NCIT:C6372	Vaginal Rhabdomyoma	Rhabdomyoma of the Vagina | Rhabdomyoma of Vagina	C1336942
NCIT:C6373	Vaginal Leiomyoma	Leiomyoma of the Vagina | Leiomyoma of Vagina	C1336939
NCIT:C6374	Vaginal Squamous Papilloma	Squamous Papilloma of the Vagina | Squamous Papilloma of Vagina | Vaginal Squamous Cell Papilloma	C1336943
NCIT:C63743	Periodontal Disorder	Periodontal Disease	C0031090
NCIT:C6375	Vulvar Seborrheic Keratosis	Seborrheic Keratosis of the Vulva | Seborrheic Keratosis of Vulva	C1336981
NCIT:C6376	Vulvar Squamous Papilloma	Vestibular Papilloma | Vulvar Squamous Cell Papilloma	C1336982
NCIT:C6377	Penile Kaposi Sarcoma	Kaposi's Sarcoma of Penis | Kaposi's Sarcoma of the Penis | Penile Kaposi's Sarcoma	C1335372
NCIT:C6378	Testicular Rhabdomyosarcoma	Rhabdomyosarcoma of Testis | Rhabdomyosarcoma of the Testis	C1336726
NCIT:C6379	Vaginal Yolk Sac Tumor	Vaginal Endodermal Sinus Neoplasm | Vaginal Endodermal Sinus Tumor | Vaginal Yolk Sac Neoplasm	C1336945
NCIT:C63796	Verumontanum Mucosal Gland Hyperplasia	VMGH	C1883531
NCIT:C6380	Vulvar Adenocarcinoma	Adenocarcinoma of the Vulva | Adenocarcinoma of Vulva	C1336975
NCIT:C6381	Vulvar Basal Cell Carcinoma	Basal Cell Carcinoma of the Vulva | Basal Cell Carcinoma of Vulva | Vulvar Basal Cell Cancer	C1336977
NCIT:C63818	Rat Complex Odontoma	Complex Odontoma of the Rat	C1882629
NCIT:C63819	Rat Compound Odontoma	Compound Odontoma of the Rat	C1882630
NCIT:C6382	Epididymal Adenomatoid Tumor	Adenomatoid Tumor of Epididymis | Adenomatoid Tumor of the Epididymis | Benign Epididymal Mesothelioma	C1333415
NCIT:C63820	Rat Acanthomatous Ameloblastoma	Acanthomatous Ameloblastomaof the Rat	C1882546
NCIT:C63821	Adenocarcinoma of the Rat Mandibular Gland	Rat Mandibular Gland Adenocarcinoma	C1879574
NCIT:C63822	Adenocarcinoma of the Rat Parotid Gland	Rat Parotid Gland Adenocarcinoma	C1879580
NCIT:C63823	Adenocarcinoma of the Rat Salivary Gland	Rat Salivary Gland Adenocarcinoma	C1879584
NCIT:C63824	Adenocarcinoma of the Rat Sublingual Gland	Rat Sublingual Gland Adenocarcinoma	C1879587
NCIT:C63825	Adenoma of the Rat Mandibular Gland	Rat Mandibular Gland Adenoma	C1879608
NCIT:C63826	Adenoma of the Rat Parotid Gland	Rat Parotid Gland Adenoma	C1879614
NCIT:C63827	Adenoma of the Rat Salivary Gland	Rat Salivary Gland Adenoma	C1879618
NCIT:C63828	Adenoma of the Rat Sublingual Gland	Rat Sublingual Gland Adenoma	C1879621
NCIT:C63829	Benign Mixed Tumor of the Rat Mandibular Gland	Rat Mandibular Gland Benign Mixed Tumor	C1879820
NCIT:C6383	Vulvar Verrucous Carcinoma	Verrucous Carcinoma of the Vulva | Verrucous Carcinoma of Vulva	C1336983
NCIT:C63830	Benign Mixed Tumor of the Rat Parotid Gland	Rat Parotid Gland Benign Mixed Tumor	C1879821
NCIT:C63831	Benign Mixed Tumor of the Rat Salivary Gland	Rat Salivary Gland Benign Mixed Tumor	C1879822
NCIT:C63832	Benign Mixed Tumor of the Rat Sublingual Gland	Rat Sublingual Gland Benign Mixed Tumor	C1879823
NCIT:C63833	Malignant Mixed Tumor of the Rat Mandibular Gland	Rat Mandibular Gland Malignant Mixed Tumor	C1881574
NCIT:C63834	Malignant Mixed Tumor of the Rat Parotid Gland	Rat Parotid Gland Malignant Mixed Tumor	C1881575
NCIT:C63835	Malignant Mixed Tumor of the Rat Salivary Gland	Rat Salivary Gland Malignant Mixed Tumor	C1881576
NCIT:C63836	Malignant Mixed Tumor of the Rat Sublingual Gland	Rat Sublingual Gland Malignant Mixed Tumor	C1881577
NCIT:C63837	Squamous Cell Carcinoma of the Rat Mandibular Gland	Rat Mandibular Gland Squamous Cell Carcinoma	C1883094
NCIT:C63838	Squamous Cell Carcinoma of the Rat Parotid Gland	Rat Parotid Gland Squamous Cell Carcinoma	C1883098
NCIT:C63839	Squamous Cell Carcinoma of the Rat Salivary Gland	Rat Salivary Gland Squamous Cell Carcinoma	C1883101
NCIT:C6384	Paratesticular Lipoma		C1335348
NCIT:C63840	Squamous Cell Carcinoma of the Rat Sublingual Gland	Rat Sublingual Gland Squamous Cell Carcinoma	C1883103
NCIT:C63843	Squamous Cell Metaplasia of the Rat Salivary Gland	Rat Salivary Gland Squamous Cell Metaplasia	C1883134
NCIT:C6385	Metastatic Malignant Neoplasm in the Uterine Cervix	Metastasis to the Cervix | Metastasis to the Cervix Uteri | Metastasis to the Uterine Cervix | Metastatic Malignant Neoplasm to the Cervix | Metastatic Malignant Neoplasm to the Uterine Cervix | Metastatic Malignant Tumor to the Cervix | Metastatic Malignant Tumor to the Uterine Cervix	C0346996
NCIT:C6386	Scrotal Basal Cell Carcinoma	Basal Cell Carcinoma of Scrotum | Basal Cell Carcinoma of the Scrotum	C1335934
NCIT:C63863	Rat Salivary Gland Neoplasm		C1882847
NCIT:C63864	Rat Intestinal Neoplasm	Intestinal Neoplasm of the Rat	C1882705
NCIT:C63865	Adenocarcinoma of the Rat Cecum	Rat Cecum Adenocarcinoma	C1879559
NCIT:C63866	Adenocarcinoma of the Rat Colon	Rat Colon Adenocarcinoma	C1879562
NCIT:C63867	Adenocarcinoma of the Rat Duodenum	Rat Duodenum Adenocarcinoma	C1879563
NCIT:C63868	Adenocarcinoma of the Rat Glandular Stomach	Rat Glandular Stomach Adenocarcinoma	C1879565
NCIT:C63869	Adenocarcinoma of the Rat Ileum	Rat Ileum Adenocarcinoma	C1879567
NCIT:C6387	Scrotal Hemangioma	Angioma of Scrotum | Angioma of the Scrotum | Hemangioma of Scrotum | Hemangioma of the Scrotum | Scrotal Angioma	C1335936
NCIT:C63870	Adenocarcinoma of the Rat Jejunum	Rat Jejunum Adenocarcinoma	C1879569
NCIT:C63871	Adenocarcinoma of the Rat Large Intestine	Rat Large Intestine Adenocarcinoma	C1879571
NCIT:C63872	Adenocarcinoma of the Rat Rectum	Rat Rectum Adenocarcinoma	C1879583
NCIT:C63873	Adenocarcinoma of the Rat Small Intestine	Rat Small Intestine Adenocarcinoma	C1879586
NCIT:C63874	Adenoma of the Rat Cecum	Rat Cecum Adenoma	C1879593
NCIT:C63875	Adenoma of the Rat Colon	Rat Colon Adenoma	C1879596
NCIT:C63876	Adenoma of the Rat Duodenum	Rat Duodenum Adenoma	C1879597
NCIT:C63877	Adenoma of the Rat Glandular Stomach	Rat Glandular Stomach Adenoma	C1879599
NCIT:C63878	Adenoma of the Rat Ileum	Rat Ileum Adenoma	C1879601
NCIT:C63879	Adenoma of the Rat Jejunum	Rat Jejunum Adenoma	C1879603
NCIT:C63880	Adenoma of the Rat Large Intestine	Rat Large Intestine Adenoma	C1879606
