id	label	synonyms	snomed	doid	nci	icd10	orphanet	umls	mesh
MONDO:0000467	second-degree atrioventricular block	atrioventricular block second degree | atrioventricular block, second degree | AV block second degree | second degree atrioventricular block | second degree AV block	195042002	0050822	C111119	I44.1		C0264906	
MONDO:0000468	third-degree atrioventricular block	atrioventricular block complete | atrioventricular block, third degree | AV block third degree | complete atrioventricular block | complete AV block | complete heart block | non-congenital complete atrioventricular block | third degree atrioventricular block | third degree AV block	27885002	0050823	C50501			C0151517	
MONDO:0000469	sinoatrial node disorder	disease of sinoatrial node | disease or disorder of sinoatrial node | disorder of sinoatrial node | sinoatrial node disease | sinoatrial node disease or disorder		0050824				C0428908	
MONDO:0000470	endocardium disorder	disease of endocardium | disease or disorder of endocardium | disorder of endocardium | endocardial disease | endocardium disease | endocardium disease or disorder	123596001	0050825				C0854140	
MONDO:0000471	tricuspid valve disorder	disease of tricuspid valve | disease or disorder of tricuspid valve | disorder of tricuspid valve | tricuspid valve disease | tricuspid valve disease or disorder	20721001	0050826	C78649			C0264882	
MONDO:0000473	arterial disorder	arterial disease | arteriopathy | artery disease | artery disease or disorder | disease of artery | disease or disorder of artery | disorder of artery	359557001	0050828	C35317			C0852949	
MONDO:0000474	pericardium disorder	disease of pericardium | disease or disorder of pericardium | disorder of pericardium | pericardium disease | pericardium disease or disorder	55855009	0050829				C0265122	
MONDO:0000476	generalized dystonia	dystonia deformans progressiva | generalised isolated dystonia | generalized isolated dystonia	425492002	0050835			376724	C1848954	D004422
MONDO:0000477	focal dystonia		445006008	0050836				C0743332	
MONDO:0000478	multifocal dystonia			0050837					
MONDO:0000479	segmental dystonia		427945008	0050838				C1997740	
MONDO:0000480	anismus	anal region skeletal muscle focal dystonia | focal dystonia of anal region skeletal muscle	83605009	0050839				C0267601	
MONDO:0000481	cervical dystonia		74333002	0050840	C85072		93962	C0152116	
MONDO:0000482	focal hand dystonia	hand and arm dystonia | writer's cramp	52008007	0050841				C0154676	
MONDO:0000483	oculogyric crisis			0050842				C0085637	
MONDO:0000485	spasmodic dystonia	laryngeal dyskinesia | laryngeal dystonia | spasmodic dysphonia | spastic dysphonia	3331000119108	0050844			93961	C1963946	D055154
MONDO:0000486	craniofacial dystonia			0050845				C4023011	
MONDO:0000487	hemidystonia		427232004	0050846				C1960561	
MONDO:0000488	periampullary adenoma	periampullary region of duodenum adenoma		0050849					
MONDO:0000489	diabetic encephalopathy			0050850				C1868773	
MONDO:0000490	glomerulosclerosis	glomerular sclerosis	197661001	0050851	C120888			C0178664	
MONDO:0000491	limb ischemia	ischaemic disease of limb | ischemic disease of limb | limb ischaemic disease | limb ischemic disease	21631000119105	0050852				C2945695	
MONDO:0000492	chronic venous insufficiency	chronic venous insufficiency (disease) | venous insufficiency (disease), chronic		0050853				C1306557	
MONDO:0000494	renal fibrosis		197660000	0050855				C0151650	
MONDO:0000495	oppositional defiant disorder	oppositional defiant disorder (disease)	18941000	0050856	C92565	F91.3		C0029121	D019958
MONDO:0000496	hemorrhagic cystitis		87696004	0050859	C114666			C0085692	
MONDO:0000497	pyometritis	inflammation of myometrium | myometrium inflammation | pyometra	88981003	0050862	C121207			C0034215	D055112
MONDO:0000498	arteritic anterior ischemic optic neuropathy	arteritic aion	733506009	0050863				C2242711	
MONDO:0000499	non-arteritic anterior ischemic optic neuropathy	non-arteritic aion		0050864			415300	C1852242	
MONDO:0000500	tongue squamous cell carcinoma	scc of the tongue | scc of tongue | squamous cell carcinoma of the tongue | squamous cell carcinoma of tongue | tongue scc	276952000	0050865	C4648			C0349566	
MONDO:0000502	villous adenoma			0050869	C7399			C0206674	D018253
MONDO:0000503	lung adenocarcinoma in situ			0050870	C136486;C8748			C4521520	
MONDO:0000507	inclusion body myopathy with Paget disease of bone and frontotemporal dementia	inclusion body myopathy with early-onset Paget disease with or without frontotemporal dementia | inclusion body myopathy/Paget disease/frontotemporal dementia | limb-girdle muscular dystrophy with Paget disease of bone | pagetoid amyotrophic lateral sclerosis | pagetoid neuroskeletal syndrome	703544004	0050881			52430	C1833662	
MONDO:0000508	syndromic intellectual disability	syndrome associated with intellectual disability		0050888				C5680525	
MONDO:0000509	non-syndromic intellectual disability	isolated intellectual disability | nonsyndromic intellectual disability		0050889					
MONDO:0000510	synucleinopathy			0050890				C5191670	D000080874
MONDO:0000513	bone ameloblastoma	ameloblastoma of bone tissue | bone tissue ameloblastoma		0050895					
MONDO:0000514	bone squamous cell carcinoma	bone tissue squamous cell carcinoma		0050896					
MONDO:0000515	bone chondrosarcoma	bone tissue chondrosarcoma (disease) | chondrosarcoma (disease) of bone tissue		0050897				C3163843	
MONDO:0000516	phalanx chondroma			0050898					
MONDO:0000517	brain stem medulloblastoma	brainstem medulloblastoma | medulloblastoma of brainstem		0050899					
MONDO:0000518	sacrum chordoma	chordoma (disease) of fused sacrum | fused sacrum chordoma (disease)	447730004	0050900	C129927			C3164279	
MONDO:0000519	corpus callosum oligodendroglioma	oligodendroglioma of corpus callosum		0050901					
MONDO:0000520	parietal lobe ependymal tumor	ependymal tumor of parietal lobe | ependymal tumour of parietal lobe		0050903	C131575			C4330935	
MONDO:0000521	salivary gland carcinoma	carcinoma of saliva-secreting gland | carcinoma of salivary gland | carcinoma of the salivary gland | saliva-secreting gland carcinoma		0050904	C9272			C0948750	
MONDO:0000524	mixed extragonadal germ cell cancer			0050907					
MONDO:0000525	cecum villous adenoma	caecum villous adenoma | cecal villous adenoma | villous adenoma of cecum | villous adenoma of the cecum		0050910	C5520			C1332869	
MONDO:0000527	colon adenoma	adenoma of colon | adenoma of the colon | colonic adenoma		0050912	C3864			C4551463	
MONDO:0000530	rectum adenoma	adenoma of rectum | adenoma of the rectum | rectal adenoma	399730005	0050915	C5546			C1302652	
MONDO:0000531	bronchus mucoepidermoid carcinoma			0050916					
MONDO:0000532	lung combined type small cell adenocarcinoma			0050917	C9379			C1332165	
MONDO:0000534	trachea mucoepidermoid carcinoma		707379000	0050919				C3873401	
MONDO:0000536	pharyngeal squamous cell carcinoma	pharyngeal (including hypopharyngeal and oropharyngeal) squamous cell carcinoma | pharyngeal squam. cell carcinoma | pharyngeal throat squamous cell cancer | pharynx squamous cell carcinoma	408649007	0050921	C102872			C1319317	
MONDO:0000539	striated muscle rhabdoid tumor	striated muscle tissue rhabdoid tumor | striated muscle tissue rhabdoid tumour		0050924					
MONDO:0000540	small intestinal neuroendocrine tumor G1	carcinoid tumor of small bowel | carcinoid tumor of small intestine | carcinoid tumor of the small bowel | carcinoid tumor of the small intestine | carcinoid tumour of small bowel | carcinoid tumour of small intestine | carcinoid tumour of the small bowel | carcinoid tumour of the small intestine | grade 1 neuroendocrine neoplasm of small intestine | small bowel carcinoid tumor | small bowel carcinoid tumour | small intestinal carcinoid tumor | small intestinal carcinoid tumour | small intestinal NET G1 | small intestine carcinoid tumor | small intestine carcinoid tumor (disease) | small intestine carcinoid tumour | small intestine carcinoid tumour (disease) | small intestine NET G1 | small intestine neuroendocrine neoplasm G1 | small intestine neuroendocrine tumor, well differentiated, low grade	276818002	0050925	C4638			C0349536	
MONDO:0000541	jejunal adenocarcinoma	jejunal adenocarcinoma (disease) | jejunum adenocarcinoma		0050926	C181158			C4072935	
MONDO:0000543	ovarian melanoma	metastatic melanoma of ovary | ovary melanoma (disease) | ovary metastatic melanoma		0050928	C178441			C4761026	
MONDO:0000544	mucosal melanoma			0050929	C114828			C3898222	
MONDO:0000545	sublingual gland adenoid cystic carcinoma			0050930					
MONDO:0000548	ovarian clear cell cancer	malignant ovarian clear cell neoplasm | malignant ovarian clear cell tumor | malignant ovarian clear cell tumour		0050934	C40077			C1518230	
MONDO:0000549	cervical neuroblastoma	neck neuroblastoma | neuroblastoma of neck		0050935				C5985049	
MONDO:0000550	extra-adrenal sympathetic paraganglioma	extra-adrenal chromaffin neoplasm | extra-adrenal Chromaffinoma | extra-adrenal pheochromocytoma | extra-adrenal sympathetic Paraganglionic neoplasm | extraadrenal pheochromocytoma		0050936	C48576			C1257877	
MONDO:0000551	retroperitoneal neuroblastoma	neuroblastoma of retroperitoneal space | retroperitoneal space neuroblastoma		0050937				C2211613	
MONDO:0000552	breast lobular carcinoma	carcinoma of lobule of mammary gland | lobular adenocarcinoma | lobular breast carcinoma | lobular carcinoma | lobular carcinoma of breast | lobular carcinoma of the breast | lobule of mammary gland carcinoma	278054005	0050938	C3771			C0206692	
MONDO:0000553	uterine corpus endometrial carcinoma	body of uterus endometrial carcinoma (disease) | endometrial carcinoma (disease) of body of uterus		0050939					
MONDO:0000554	endocervical adenocarcinoma	endocervical adenocarcinoma, usual type | endocervix adenocarcinoma	123842006	0050940	C127907			C1263762	
MONDO:0000563	GRID2-related autosomal dominant spinocerebellar ataxia			0050988					
MONDO:0000565	infective endocarditis	endocarditis infective	233850007	0060000	C78265		570762	C1541923	
MONDO:0000568	autoimmune disorder of central nervous system	central nervous system autoimmune disease | central nervous system hypersensitivity reaction type II disease		0060004					
MONDO:0000569	autoimmune disorder of endocrine system	endocrine system autoimmune disease | endocrine system hypersensitivity reaction type II disease	237822008	0060005				C0342552	
MONDO:0000572	recombinase activating gene 1 deficiency			0060011					
MONDO:0000573	recombinase activating gene 2 deficiency			0060012					
MONDO:0000577	congenital anemia	congenital anaemia (disease) | congenital anemia (disease)	63565007		C35228			C0158995	
MONDO:0000583	immunoglobulin beta deficiency			0060026				C3502055	C567200
MONDO:0000586	autoimmune disorder of exocrine system	exocrine system autoimmune disease | exocrine system hypersensitivity reaction type II disease		0060029					
MONDO:0000587	autoimmune disease of ear, nose and throat	autoimmune otorhinolaryngologic disease		0060030					
MONDO:0000588	autoimmune disorder of gastrointestinal tract	alimentary part of gastrointestinal system autoimmune disease | alimentary part of gastrointestinal system hypersensitivity reaction type II disease | autoimmune disease of alimentary part of gastrointestinal system		0060031					
MONDO:0000589	autoimmune disorder of musculoskeletal system	musculoskeletal system autoimmune disease | musculoskeletal system hypersensitivity reaction type II disease		0060032					
MONDO:0000590	autoimmune disorder of peripheral nervous system	peripheral nervous system autoimmune disease | peripheral nervous system hypersensitivity reaction type II disease		0060033					
MONDO:0000591	intrinsic cardiomyopathy	primary cardiomyopathy		0060036					
MONDO:0000592	specific developmental disorder		10720004	0060038				C0037785	
MONDO:0000594	pervasive developmental disorder		35919005	0060040	C97179			C0524528	D002659
MONDO:0000595	sexual disorder		231532002	0060043	C92202			C5979968	
MONDO:0000596	paraphilic disorder	disorder of sexual preference | disorder, Paraphilic | disorders, Paraphilic	50299009	0060044				C0030482	D010262
MONDO:0000597	Munchausen by proxy	Munchausen by proxy syndrome | Munchausen syndrome by proxy	95637005	0060045				C0085277	D016735
MONDO:0000598	aphasia			0060046		R47.01		C0003537	D001037
MONDO:0000599	writing disorder			0060047				C0860614	
MONDO:0000600	nosophobia			0060048				C0522182	
MONDO:0000602	autoimmune disorder of blood	blood autoimmune disease | blood hypersensitivity reaction type II disease		0060050					
MONDO:0000603	autoimmune disorder of cardiovascular system	cardiovascular system autoimmune disease | cardiovascular system hypersensitivity reaction type II disease		0060051					
MONDO:0000605	hypersensitivity reaction disease	hypersensitive | hypersensitivity | hypersensitivity reaction	473010000	0060056	C3114			C3532523	
MONDO:0000607	primary cutaneous T-cell non-Hodgkin lymphoma	cutaneous T cell lymphoma | cutaneous T-cell lymphoma | cutaneous T-cell non-Hodgkin lymphoma | cutaneous T-cell non-Hodgkin's lymphoma | primary cutaneous T-cell non-Hodgkin's lymphoma | skin T-cell non-Hodgkin's lymphoma | T-cell non-Hodgkin's lymphoma of skin | T-cell non-Hodgkin's lymphoma of the skin		0060061	C3467				D016410
MONDO:0000608	familial juvenile hyperuricemic nephropathy	familial juvenile gouty nephropathy | familial nephropathy associated with hyperuricemia | familial nephropathy with gout | gouty nephropathy, familial juvenile | juvenile gout | juvenile gouty nephropathy | nephropathy, familial, with gout | tubulointerstitial kidney disease	46785007	0060062					C537696
MONDO:0000610	marantic endocarditis	nonbacterial thrombotic endocarditis	57181007	0060068				C0221390	D059905
MONDO:0000611	pre-malignant neoplasm			0060071				C5817154	
MONDO:0000612	lymphatic system cancer	cancer of lymphatic part of lymphoid system | lymphatic part of lymphoid system cancer | malignant lymphatic part of lymphoid system neoplasm | malignant neoplasm of lymphatic part of lymphoid system		0060073					
